Longitude,Latitude,Category
-8.75,31.15000000000001,Low
-8.75,31.250000000000004,Low
-8.75,31.35000000000001,Low
-8.75,31.450000000000006,Low
-8.75,31.55,Low
-8.75,31.65000000000001,Low
-8.75,31.750000000000004,Low
-8.75,31.85000000000001,Low
-8.75,31.950000000000006,Low
-8.75,32.05,Low
-8.75,32.150000000000006,Low
-8.75,32.25,Low
-8.75,32.35000000000001,Low
-8.75,32.45,Low
-8.75,32.55,Low
-8.75,32.650000000000006,Medium
-8.75,32.75,Medium
-8.75,32.85000000000001,Medium
-8.75,32.95,Medium
-8.75,33.05,Medium
-8.75,33.150000000000006,Medium
-8.75,33.25,Medium
-8.75,33.35000000000001,Medium
-8.75,33.45,Medium
-8.75,33.55,Medium
-8.75,33.650000000000006,Medium
-8.75,33.75,Medium
-8.75,33.85000000000001,Medium
-8.75,33.95,Medium
-8.75,34.05,Medium
-8.75,34.150000000000006,Medium
-8.75,34.25,Medium
-8.75,34.35000000000001,Medium
-8.75,34.45,Medium
-8.75,34.55,Medium
-8.75,34.650000000000006,Medium
-8.75,34.75,Medium
-8.75,34.85000000000001,Medium
-8.75,34.95,Medium
-8.75,35.05,Medium
-8.75,35.150000000000006,Medium
-8.75,35.25,Medium
-8.75,35.35000000000001,Medium
-8.75,35.45,Medium
-8.75,35.55,Medium
-8.75,35.650000000000006,Medium
-8.75,35.75,Medium
-8.75,35.85000000000001,Medium
-8.75,35.95,High
-8.75,36.05,High
-8.75,36.150000000000006,High
-8.75,36.25,High
-8.75,36.35000000000001,High
-8.75,36.45,High
-8.75,36.55,High
-8.75,36.650000000000006,High
-8.75,36.75,High
-8.75,36.85000000000001,High
-8.75,36.95,High
-8.75,37.05,High
-8.75,37.150000000000006,High
-8.65,18.950000000000006,Low
-8.65,19.05,Low
-8.65,19.15000000000001,Low
-8.65,19.250000000000004,Low
-8.65,19.35000000000001,Low
-8.65,19.450000000000006,Low
-8.65,19.55,Low
-8.65,19.65000000000001,Low
-8.65,19.750000000000004,Low
-8.65,19.85000000000001,Low
-8.65,19.950000000000006,Low
-8.65,20.05,Low
-8.65,20.15000000000001,Low
-8.65,20.250000000000004,Low
-8.65,20.35000000000001,Low
-8.65,20.450000000000006,Low
-8.65,20.55,Low
-8.65,20.65000000000001,Low
-8.65,20.750000000000004,Low
-8.65,20.85000000000001,Low
-8.65,20.950000000000006,Low
-8.65,21.05,Low
-8.65,21.15000000000001,Low
-8.65,21.250000000000004,Low
-8.65,21.35000000000001,Low
-8.65,21.450000000000006,Low
-8.65,21.55,Low
-8.65,21.65000000000001,Low
-8.65,21.750000000000004,Low
-8.65,21.85000000000001,Low
-8.65,21.950000000000006,Low
-8.65,22.05,Low
-8.65,22.15000000000001,Low
-8.65,22.250000000000004,Low
-8.65,22.35000000000001,Low
-8.65,22.450000000000006,Low
-8.65,22.55,Low
-8.65,22.65000000000001,Low
-8.65,22.750000000000004,Low
-8.65,22.85000000000001,Low
-8.65,22.950000000000006,Low
-8.65,23.05,Low
-8.65,23.15000000000001,Low
-8.65,23.250000000000004,Low
-8.65,23.35000000000001,Low
-8.65,23.450000000000006,Low
-8.65,23.55,Low
-8.65,23.65000000000001,Low
-8.65,23.750000000000004,Low
-8.65,23.85000000000001,Low
-8.65,23.950000000000006,Low
-8.65,24.05,Low
-8.65,24.15000000000001,Low
-8.65,24.250000000000004,Low
-8.65,24.35000000000001,Low
-8.65,24.450000000000006,Low
-8.65,24.55,Low
-8.65,24.65000000000001,Low
-8.65,24.750000000000004,Low
-8.65,24.85000000000001,Low
-8.65,24.950000000000006,Low
-8.65,25.05,Low
-8.65,25.15000000000001,Low
-8.65,25.250000000000004,Low
-8.65,25.35000000000001,Low
-8.65,25.450000000000006,Low
-8.65,25.55,Low
-8.65,25.65000000000001,Low
-8.65,25.750000000000004,Low
-8.65,25.85000000000001,Low
-8.65,25.950000000000006,Low
-8.65,26.05,Low
-8.65,26.15000000000001,Low
-8.65,26.250000000000004,Low
-8.65,26.35000000000001,Low
-8.65,26.450000000000006,Low
-8.65,26.55,Low
-8.65,26.65000000000001,Low
-8.65,26.750000000000004,Low
-8.65,26.85000000000001,Low
-8.65,26.950000000000006,Low
-8.65,27.05,Low
-8.65,27.15000000000001,Low
-8.65,27.250000000000004,Low
-8.65,27.35000000000001,Low
-8.65,27.450000000000006,Low
-8.65,27.55,Low
-8.65,27.65000000000001,Low
-8.65,27.750000000000004,Low
-8.65,27.85000000000001,Low
-8.65,27.950000000000006,Low
-8.65,28.05,Low
-8.65,28.15000000000001,Low
-8.65,28.250000000000004,Low
-8.65,28.35000000000001,Low
-8.65,28.450000000000006,Low
-8.65,28.55,Low
-8.65,28.65000000000001,Low
-8.65,28.750000000000004,Low
-8.65,28.85000000000001,Low
-8.65,28.950000000000006,Low
-8.65,29.05,Low
-8.65,29.15000000000001,Low
-8.65,29.250000000000004,Low
-8.65,29.35000000000001,Low
-8.65,29.450000000000006,Low
-8.65,29.55,Low
-8.65,29.65000000000001,Low
-8.65,29.750000000000004,Low
-8.65,29.85000000000001,Low
-8.65,29.950000000000006,Low
-8.65,30.05,Low
-8.65,30.15000000000001,Low
-8.65,30.250000000000004,Low
-8.65,30.35000000000001,Low
-8.65,30.450000000000006,Low
-8.65,30.55,Low
-8.65,30.65000000000001,Low
-8.65,30.750000000000004,Low
-8.65,30.85000000000001,Low
-8.65,30.950000000000006,Low
-8.65,31.05,Low
-8.65,31.15000000000001,Low
-8.65,31.250000000000004,Low
-8.65,31.35000000000001,Low
-8.65,31.450000000000006,Low
-8.65,31.55,Low
-8.65,31.65000000000001,Low
-8.65,31.750000000000004,Low
-8.65,31.85000000000001,Low
-8.65,31.950000000000006,Low
-8.65,32.05,Low
-8.65,32.150000000000006,Low
-8.65,32.25,Low
-8.65,32.35000000000001,Low
-8.65,32.45,Low
-8.65,32.55,Low
-8.65,32.650000000000006,Medium
-8.65,32.75,Medium
-8.65,32.85000000000001,Medium
-8.65,32.95,Medium
-8.65,33.05,Medium
-8.65,33.150000000000006,Medium
-8.65,33.25,Medium
-8.65,33.35000000000001,Medium
-8.65,33.45,Medium
-8.65,33.55,Medium
-8.65,33.650000000000006,Medium
-8.65,33.75,Medium
-8.65,33.85000000000001,Medium
-8.65,33.95,Medium
-8.65,34.05,Medium
-8.65,34.150000000000006,Medium
-8.65,34.25,Medium
-8.65,34.35000000000001,Medium
-8.65,34.45,Medium
-8.65,34.55,Medium
-8.65,34.650000000000006,Medium
-8.65,34.75,Medium
-8.65,34.85000000000001,Medium
-8.65,34.95,Medium
-8.65,35.05,Medium
-8.65,35.150000000000006,Medium
-8.65,35.25,Medium
-8.65,35.35000000000001,Medium
-8.65,35.45,Medium
-8.65,35.55,Medium
-8.65,35.650000000000006,Medium
-8.65,35.75,Medium
-8.65,35.85000000000001,High
-8.65,35.95,High
-8.65,36.05,High
-8.65,36.150000000000006,High
-8.65,36.25,High
-8.65,36.35000000000001,High
-8.65,36.45,High
-8.65,36.55,High
-8.65,36.650000000000006,High
-8.65,36.75,High
-8.65,36.85000000000001,High
-8.65,36.95,High
-8.65,37.05,High
-8.65,37.150000000000006,High
-8.55,18.950000000000006,Low
-8.55,19.05,Low
-8.55,19.15000000000001,Low
-8.55,19.250000000000004,Low
-8.55,19.35000000000001,Low
-8.55,19.450000000000006,Low
-8.55,19.55,Low
-8.55,19.65000000000001,Low
-8.55,19.750000000000004,Low
-8.55,19.85000000000001,Low
-8.55,19.950000000000006,Low
-8.55,20.05,Low
-8.55,20.15000000000001,Low
-8.55,20.250000000000004,Low
-8.55,20.35000000000001,Low
-8.55,20.450000000000006,Low
-8.55,20.55,Low
-8.55,20.65000000000001,Low
-8.55,20.750000000000004,Low
-8.55,20.85000000000001,Low
-8.55,20.950000000000006,Low
-8.55,21.05,Low
-8.55,21.15000000000001,Low
-8.55,21.250000000000004,Low
-8.55,21.35000000000001,Low
-8.55,21.450000000000006,Low
-8.55,21.55,Low
-8.55,21.65000000000001,Low
-8.55,21.750000000000004,Low
-8.55,21.85000000000001,Low
-8.55,21.950000000000006,Low
-8.55,22.05,Low
-8.55,22.15000000000001,Low
-8.55,22.250000000000004,Low
-8.55,22.35000000000001,Low
-8.55,22.450000000000006,Low
-8.55,22.55,Low
-8.55,22.65000000000001,Low
-8.55,22.750000000000004,Low
-8.55,22.85000000000001,Low
-8.55,22.950000000000006,Low
-8.55,23.05,Low
-8.55,23.15000000000001,Low
-8.55,23.250000000000004,Low
-8.55,23.35000000000001,Low
-8.55,23.450000000000006,Low
-8.55,23.55,Low
-8.55,23.65000000000001,Low
-8.55,23.750000000000004,Low
-8.55,23.85000000000001,Low
-8.55,23.950000000000006,Low
-8.55,24.05,Low
-8.55,24.15000000000001,Low
-8.55,24.250000000000004,Low
-8.55,24.35000000000001,Low
-8.55,24.450000000000006,Low
-8.55,24.55,Low
-8.55,24.65000000000001,Low
-8.55,24.750000000000004,Low
-8.55,24.85000000000001,Low
-8.55,24.950000000000006,Low
-8.55,25.05,Low
-8.55,25.15000000000001,Low
-8.55,25.250000000000004,Low
-8.55,25.35000000000001,Low
-8.55,25.450000000000006,Low
-8.55,25.55,Low
-8.55,25.65000000000001,Low
-8.55,25.750000000000004,Low
-8.55,25.85000000000001,Low
-8.55,25.950000000000006,Low
-8.55,26.05,Low
-8.55,26.15000000000001,Low
-8.55,26.250000000000004,Low
-8.55,26.35000000000001,Low
-8.55,26.450000000000006,Low
-8.55,26.55,Low
-8.55,26.65000000000001,Low
-8.55,26.750000000000004,Low
-8.55,26.85000000000001,Low
-8.55,26.950000000000006,Low
-8.55,27.05,Low
-8.55,27.15000000000001,Low
-8.55,27.250000000000004,Low
-8.55,27.35000000000001,Low
-8.55,27.450000000000006,Low
-8.55,27.55,Low
-8.55,27.65000000000001,Low
-8.55,27.750000000000004,Low
-8.55,27.85000000000001,Low
-8.55,27.950000000000006,Low
-8.55,28.05,Low
-8.55,28.15000000000001,Low
-8.55,28.250000000000004,Low
-8.55,28.35000000000001,Low
-8.55,28.450000000000006,Low
-8.55,28.55,Low
-8.55,28.65000000000001,Low
-8.55,28.750000000000004,Low
-8.55,28.85000000000001,Low
-8.55,28.950000000000006,Low
-8.55,29.05,Low
-8.55,29.15000000000001,Low
-8.55,29.250000000000004,Low
-8.55,29.35000000000001,Low
-8.55,29.450000000000006,Low
-8.55,29.55,Low
-8.55,29.65000000000001,Low
-8.55,29.750000000000004,Low
-8.55,29.85000000000001,Low
-8.55,29.950000000000006,Low
-8.55,30.05,Low
-8.55,30.15000000000001,Low
-8.55,30.250000000000004,Low
-8.55,30.35000000000001,Low
-8.55,30.450000000000006,Low
-8.55,30.55,Low
-8.55,30.65000000000001,Low
-8.55,30.750000000000004,Low
-8.55,30.85000000000001,Low
-8.55,30.950000000000006,Low
-8.55,31.05,Low
-8.55,31.15000000000001,Low
-8.55,31.250000000000004,Low
-8.55,31.35000000000001,Low
-8.55,31.450000000000006,Low
-8.55,31.55,Low
-8.55,31.65000000000001,Low
-8.55,31.750000000000004,Low
-8.55,31.85000000000001,Low
-8.55,31.950000000000006,Low
-8.55,32.05,Low
-8.55,32.150000000000006,Low
-8.55,32.25,Low
-8.55,32.35000000000001,Medium
-8.55,32.45,Medium
-8.55,32.55,Medium
-8.55,32.650000000000006,Medium
-8.55,32.75,Medium
-8.55,32.85000000000001,Medium
-8.55,32.95,Medium
-8.55,33.05,Medium
-8.55,33.150000000000006,Medium
-8.55,33.25,Medium
-8.55,33.35000000000001,Medium
-8.55,33.45,Medium
-8.55,33.55,Medium
-8.55,33.650000000000006,Medium
-8.55,33.75,Medium
-8.55,33.85000000000001,Medium
-8.55,33.95,Medium
-8.55,34.05,Medium
-8.55,34.150000000000006,Medium
-8.55,34.25,Medium
-8.55,34.35000000000001,Medium
-8.55,34.45,Medium
-8.55,34.55,Medium
-8.55,34.650000000000006,Medium
-8.55,34.75,Medium
-8.55,34.85000000000001,Medium
-8.55,34.95,Medium
-8.55,35.05,Medium
-8.55,35.150000000000006,Medium
-8.55,35.25,Medium
-8.55,35.35000000000001,Medium
-8.55,35.45,Medium
-8.55,35.55,Medium
-8.55,35.650000000000006,Medium
-8.55,35.75,High
-8.55,35.85000000000001,High
-8.55,35.95,High
-8.55,36.05,High
-8.55,36.150000000000006,High
-8.55,36.25,High
-8.55,36.35000000000001,High
-8.55,36.45,High
-8.55,36.55,High
-8.55,36.650000000000006,High
-8.55,36.75,High
-8.55,36.85000000000001,High
-8.55,36.95,High
-8.55,37.05,High
-8.55,37.150000000000006,High
-8.45,18.950000000000006,Low
-8.45,19.05,Low
-8.45,19.15000000000001,Low
-8.45,19.250000000000004,Low
-8.45,19.35000000000001,Low
-8.45,19.450000000000006,Low
-8.45,19.55,Low
-8.45,19.65000000000001,Low
-8.45,19.750000000000004,Low
-8.45,19.85000000000001,Low
-8.45,19.950000000000006,Low
-8.45,20.05,Low
-8.45,20.15000000000001,Low
-8.45,20.250000000000004,Low
-8.45,20.35000000000001,Low
-8.45,20.450000000000006,Low
-8.45,20.55,Low
-8.45,20.65000000000001,Low
-8.45,20.750000000000004,Low
-8.45,20.85000000000001,Low
-8.45,20.950000000000006,Low
-8.45,21.05,Low
-8.45,21.15000000000001,Low
-8.45,21.250000000000004,Low
-8.45,21.35000000000001,Low
-8.45,21.450000000000006,Low
-8.45,21.55,Low
-8.45,21.65000000000001,Low
-8.45,21.750000000000004,Low
-8.45,21.85000000000001,Low
-8.45,21.950000000000006,Low
-8.45,22.05,Low
-8.45,22.15000000000001,Low
-8.45,22.250000000000004,Low
-8.45,22.35000000000001,Low
-8.45,22.450000000000006,Low
-8.45,22.55,Low
-8.45,22.65000000000001,Low
-8.45,22.750000000000004,Low
-8.45,22.85000000000001,Low
-8.45,22.950000000000006,Low
-8.45,23.05,Low
-8.45,23.15000000000001,Low
-8.45,23.250000000000004,Low
-8.45,23.35000000000001,Low
-8.45,23.450000000000006,Low
-8.45,23.55,Low
-8.45,23.65000000000001,Low
-8.45,23.750000000000004,Low
-8.45,23.85000000000001,Low
-8.45,23.950000000000006,Low
-8.45,24.05,Low
-8.45,24.15000000000001,Low
-8.45,24.250000000000004,Low
-8.45,24.35000000000001,Low
-8.45,24.450000000000006,Low
-8.45,24.55,Low
-8.45,24.65000000000001,Low
-8.45,24.750000000000004,Low
-8.45,24.85000000000001,Low
-8.45,24.950000000000006,Low
-8.45,25.05,Low
-8.45,25.15000000000001,Low
-8.45,25.250000000000004,Low
-8.45,25.35000000000001,Low
-8.45,25.450000000000006,Low
-8.45,25.55,Low
-8.45,25.65000000000001,Low
-8.45,25.750000000000004,Low
-8.45,25.85000000000001,Low
-8.45,25.950000000000006,Low
-8.45,26.05,Low
-8.45,26.15000000000001,Low
-8.45,26.250000000000004,Low
-8.45,26.35000000000001,Low
-8.45,26.450000000000006,Low
-8.45,26.55,Low
-8.45,26.65000000000001,Low
-8.45,26.750000000000004,Low
-8.45,26.85000000000001,Low
-8.45,26.950000000000006,Low
-8.45,27.05,Low
-8.45,27.15000000000001,Low
-8.45,27.250000000000004,Low
-8.45,27.35000000000001,Low
-8.45,27.450000000000006,Low
-8.45,27.55,Low
-8.45,27.65000000000001,Low
-8.45,27.750000000000004,Low
-8.45,27.85000000000001,Low
-8.45,27.950000000000006,Low
-8.45,28.05,Low
-8.45,28.15000000000001,Low
-8.45,28.250000000000004,Low
-8.45,28.35000000000001,Low
-8.45,28.450000000000006,Low
-8.45,28.55,Low
-8.45,28.65000000000001,Low
-8.45,28.750000000000004,Low
-8.45,28.85000000000001,Low
-8.45,28.950000000000006,Low
-8.45,29.05,Low
-8.45,29.15000000000001,Low
-8.45,29.250000000000004,Low
-8.45,29.35000000000001,Low
-8.45,29.450000000000006,Low
-8.45,29.55,Low
-8.45,29.65000000000001,Low
-8.45,29.750000000000004,Low
-8.45,29.85000000000001,Low
-8.45,29.950000000000006,Low
-8.45,30.05,Low
-8.45,30.15000000000001,Low
-8.45,30.250000000000004,Low
-8.45,30.35000000000001,Low
-8.45,30.450000000000006,Low
-8.45,30.55,Low
-8.45,30.65000000000001,Low
-8.45,30.750000000000004,Low
-8.45,30.85000000000001,Low
-8.45,30.950000000000006,Low
-8.45,31.05,Low
-8.45,31.15000000000001,Low
-8.45,31.250000000000004,Low
-8.45,31.35000000000001,Low
-8.45,31.450000000000006,Medium
-8.45,31.55,Medium
-8.45,31.65000000000001,Medium
-8.45,31.750000000000004,Medium
-8.45,31.85000000000001,Medium
-8.45,31.950000000000006,Medium
-8.45,32.05,Low
-8.45,32.150000000000006,Medium
-8.45,32.25,Medium
-8.45,32.35000000000001,Medium
-8.45,32.45,Medium
-8.45,32.55,Medium
-8.45,32.650000000000006,Medium
-8.45,32.75,Medium
-8.45,32.85000000000001,Medium
-8.45,32.95,Medium
-8.45,33.05,Medium
-8.45,33.150000000000006,Medium
-8.45,33.25,Medium
-8.45,33.35000000000001,Medium
-8.45,33.45,Medium
-8.45,33.55,Medium
-8.45,33.650000000000006,Medium
-8.45,33.75,Medium
-8.45,33.85000000000001,Medium
-8.45,33.95,Medium
-8.45,34.05,Medium
-8.45,34.150000000000006,Medium
-8.45,34.25,Medium
-8.45,34.35000000000001,Medium
-8.45,34.45,Medium
-8.45,34.55,Medium
-8.45,34.650000000000006,Medium
-8.45,34.75,Medium
-8.45,34.85000000000001,Medium
-8.45,34.95,Medium
-8.45,35.05,Medium
-8.45,35.150000000000006,Medium
-8.45,35.25,Medium
-8.45,35.35000000000001,Medium
-8.45,35.45,Medium
-8.45,35.55,Medium
-8.45,35.650000000000006,High
-8.45,35.75,High
-8.45,35.85000000000001,High
-8.45,35.95,High
-8.45,36.05,High
-8.45,36.150000000000006,High
-8.45,36.25,High
-8.45,36.35000000000001,High
-8.45,36.45,High
-8.45,36.55,High
-8.45,36.650000000000006,High
-8.45,36.75,High
-8.45,36.85000000000001,High
-8.45,36.95,High
-8.45,37.05,High
-8.45,37.150000000000006,High
-8.35,18.950000000000006,Low
-8.35,19.05,Low
-8.35,19.15000000000001,Low
-8.35,19.250000000000004,Low
-8.35,19.35000000000001,Low
-8.35,19.450000000000006,Low
-8.35,19.55,Low
-8.35,19.65000000000001,Low
-8.35,19.750000000000004,Low
-8.35,19.85000000000001,Low
-8.35,19.950000000000006,Low
-8.35,20.05,Low
-8.35,20.15000000000001,Low
-8.35,20.250000000000004,Low
-8.35,20.35000000000001,Low
-8.35,20.450000000000006,Low
-8.35,20.55,Low
-8.35,20.65000000000001,Low
-8.35,20.750000000000004,Low
-8.35,20.85000000000001,Low
-8.35,20.950000000000006,Low
-8.35,21.05,Low
-8.35,21.15000000000001,Low
-8.35,21.250000000000004,Low
-8.35,21.35000000000001,Low
-8.35,21.450000000000006,Low
-8.35,21.55,Low
-8.35,21.65000000000001,Low
-8.35,21.750000000000004,Low
-8.35,21.85000000000001,Low
-8.35,21.950000000000006,Low
-8.35,22.05,Low
-8.35,22.15000000000001,Low
-8.35,22.250000000000004,Low
-8.35,22.35000000000001,Low
-8.35,22.450000000000006,Low
-8.35,22.55,Low
-8.35,22.65000000000001,Low
-8.35,22.750000000000004,Low
-8.35,22.85000000000001,Low
-8.35,22.950000000000006,Low
-8.35,23.05,Low
-8.35,23.15000000000001,Low
-8.35,23.250000000000004,Low
-8.35,23.35000000000001,Low
-8.35,23.450000000000006,Low
-8.35,23.55,Low
-8.35,23.65000000000001,Low
-8.35,23.750000000000004,Low
-8.35,23.85000000000001,Low
-8.35,23.950000000000006,Low
-8.35,24.05,Low
-8.35,24.15000000000001,Low
-8.35,24.250000000000004,Low
-8.35,24.35000000000001,Low
-8.35,24.450000000000006,Low
-8.35,24.55,Low
-8.35,24.65000000000001,Low
-8.35,24.750000000000004,Low
-8.35,24.85000000000001,Low
-8.35,24.950000000000006,Low
-8.35,25.05,Low
-8.35,25.15000000000001,Low
-8.35,25.250000000000004,Low
-8.35,25.35000000000001,Low
-8.35,25.450000000000006,Low
-8.35,25.55,Low
-8.35,25.65000000000001,Low
-8.35,25.750000000000004,Low
-8.35,25.85000000000001,Low
-8.35,25.950000000000006,Low
-8.35,26.05,Low
-8.35,26.15000000000001,Low
-8.35,26.250000000000004,Low
-8.35,26.35000000000001,Low
-8.35,26.450000000000006,Low
-8.35,26.55,Low
-8.35,26.65000000000001,Low
-8.35,26.750000000000004,Low
-8.35,26.85000000000001,Low
-8.35,26.950000000000006,Low
-8.35,27.05,Low
-8.35,27.15000000000001,Low
-8.35,27.250000000000004,Low
-8.35,27.35000000000001,Low
-8.35,27.450000000000006,Low
-8.35,27.55,Low
-8.35,27.65000000000001,Low
-8.35,27.750000000000004,Low
-8.35,27.85000000000001,Low
-8.35,27.950000000000006,Low
-8.35,28.05,Low
-8.35,28.15000000000001,Low
-8.35,28.250000000000004,Low
-8.35,28.35000000000001,Low
-8.35,28.450000000000006,Low
-8.35,28.55,Low
-8.35,28.65000000000001,Low
-8.35,28.750000000000004,Low
-8.35,28.85000000000001,Low
-8.35,28.950000000000006,Low
-8.35,29.05,Low
-8.35,29.15000000000001,Low
-8.35,29.250000000000004,Low
-8.35,29.35000000000001,Low
-8.35,29.450000000000006,Low
-8.35,29.55,Low
-8.35,29.65000000000001,Low
-8.35,29.750000000000004,Low
-8.35,29.85000000000001,Low
-8.35,29.950000000000006,Low
-8.35,30.05,Low
-8.35,30.15000000000001,Low
-8.35,30.250000000000004,Low
-8.35,30.35000000000001,Low
-8.35,30.450000000000006,Low
-8.35,30.55,Low
-8.35,30.65000000000001,Low
-8.35,30.750000000000004,Low
-8.35,30.85000000000001,Low
-8.35,30.950000000000006,Low
-8.35,31.05,Low
-8.35,31.15000000000001,Low
-8.35,31.250000000000004,Low
-8.35,31.35000000000001,Medium
-8.35,31.450000000000006,Medium
-8.35,31.55,Medium
-8.35,31.65000000000001,Medium
-8.35,31.750000000000004,Medium
-8.35,31.85000000000001,Medium
-8.35,31.950000000000006,Medium
-8.35,32.05,Medium
-8.35,32.150000000000006,Medium
-8.35,32.25,Medium
-8.35,32.35000000000001,Medium
-8.35,32.45,Medium
-8.35,32.55,Medium
-8.35,32.650000000000006,Medium
-8.35,32.75,Medium
-8.35,32.85000000000001,Medium
-8.35,32.95,Medium
-8.35,33.05,Medium
-8.35,33.150000000000006,Medium
-8.35,33.25,Medium
-8.35,33.35000000000001,Medium
-8.35,33.45,Medium
-8.35,33.55,Medium
-8.35,33.650000000000006,Medium
-8.35,33.75,Medium
-8.35,33.85000000000001,Medium
-8.35,33.95,Medium
-8.35,34.05,Medium
-8.35,34.150000000000006,Medium
-8.35,34.25,Medium
-8.35,34.35000000000001,Medium
-8.35,34.45,Medium
-8.35,34.55,Medium
-8.35,34.650000000000006,Medium
-8.35,34.75,Medium
-8.35,34.85000000000001,Medium
-8.35,34.95,Medium
-8.35,35.05,Medium
-8.35,35.150000000000006,Medium
-8.35,35.25,Medium
-8.35,35.35000000000001,Medium
-8.35,35.45,Medium
-8.35,35.55,High
-8.35,35.650000000000006,High
-8.35,35.75,High
-8.35,35.85000000000001,High
-8.35,35.95,High
-8.35,36.05,High
-8.35,36.150000000000006,High
-8.35,36.25,High
-8.35,36.35000000000001,High
-8.35,36.45,High
-8.35,36.55,High
-8.35,36.650000000000006,High
-8.35,36.75,High
-8.35,36.85000000000001,High
-8.35,36.95,High
-8.35,37.05,High
-8.35,37.150000000000006,High
-8.25,18.950000000000006,Low
-8.25,19.05,Low
-8.25,19.15000000000001,Low
-8.25,19.250000000000004,Low
-8.25,19.35000000000001,Low
-8.25,19.450000000000006,Low
-8.25,19.55,Low
-8.25,19.65000000000001,Low
-8.25,19.750000000000004,Low
-8.25,19.85000000000001,Low
-8.25,19.950000000000006,Low
-8.25,20.05,Low
-8.25,20.15000000000001,Low
-8.25,20.250000000000004,Low
-8.25,20.35000000000001,Low
-8.25,20.450000000000006,Low
-8.25,20.55,Low
-8.25,20.65000000000001,Low
-8.25,20.750000000000004,Low
-8.25,20.85000000000001,Low
-8.25,20.950000000000006,Low
-8.25,21.05,Low
-8.25,21.15000000000001,Low
-8.25,21.250000000000004,Low
